reading_date,meter_address,gateway_id,consumption,volume,hardware,leakage,burst,freeze,tamper,power_low,empty_spool,reverse_flow,routelist_id,,
2025-02-26,58262,gw_2,9,1977,0,0,1,1,1,0,1,1,route_3,,
2025-02-27,58262,gw_4,12,1989,0,1,0,1,1,1,0,0,route_3,,
2025-02-28,58262,gw_4,8,1997,0,0,1,1,1,1,1,1,route_3,,
2025-03-01,58262,gw_5,6,2003,1,1,0,1,1,0,1,1,route_2,,
2025-03-02,58262,gw_1,15,2018,0,0,0,0,0,1,1,1,route_1,,
2025-03-03,58262,gw_2,5,2023,1,0,1,0,0,1,0,1,route_2,,
2025-03-04,58262,gw_5,6,2029,1,0,1,0,1,1,0,0,route_3,,
2025-03-05,58262,gw_2,5,2034,0,0,1,0,0,1,0,1,route_2,,
2025-03-06,58262,gw_1,5,2039,0,0,0,1,0,1,0,0,route_3,,
2025-03-07,58262,gw_3,12,2051,1,1,1,0,0,1,1,1,route_2,,
2025-03-08,58262,gw_2,12,2063,0,1,0,1,1,0,1,0,route_3,,
2025-03-09,58262,gw_5,13,2076,0,1,0,0,0,0,0,0,route_1,,
2025-03-10,58262,gw_2,5,2081,1,1,1,0,0,0,1,0,route_2,,
2025-03-11,58262,gw_5,13,2094,1,0,0,0,0,1,0,1,route_2,,
2025-03-12,58262,gw_4,9,2103,1,0,0,1,0,1,1,1,route_3,,
2025-03-13,58262,gw_2,15,2118,1,0,0,1,0,0,1,0,route_2,,
2025-03-14,58262,gw_5,7,2125,0,0,1,1,0,0,1,0,route_3,,
2025-03-15,58262,gw_5,13,2138,0,1,0,0,0,0,1,1,route_3,,
2025-03-16,58262,gw_1,10,2148,0,0,1,0,1,0,0,0,route_2,,
2025-03-17,58262,gw_4,9,2157,1,0,0,1,1,0,0,0,route_3,,
2025-03-18,58262,gw_1,5,2162,1,0,1,1,0,0,0,0,route_3,,
2025-03-19,58262,gw_2,5,2167,0,1,1,0,0,0,1,1,route_2,,
2025-03-20,58262,gw_2,11,2178,1,0,1,0,1,0,0,0,route_3,,
2025-03-21,58262,gw_4,7,2185,0,0,0,1,0,0,0,1,route_3,,
2025-03-22,58262,gw_3,15,2200,0,1,1,0,0,1,0,0,route_3,,
2025-03-23,58262,gw_3,15,2215,1,0,1,1,1,1,0,1,route_1,,
2025-03-24,58262,gw_2,8,2223,0,1,1,0,0,1,1,0,route_2,,
2025-03-25,58262,gw_5,13,2236,1,1,1,1,1,0,1,1,route_3,,
2025-03-26,58262,gw_5,14,2250,1,1,0,0,0,1,0,0,route_3,,
2025-03-27,58262,gw_1,13,2263,1,0,0,0,1,1,1,0,route_2,,
2025-03-28,58262,gw_5,9,2272,1,1,1,0,0,0,1,0,route_1,,
2025-03-29,58262,gw_5,6,2278,0,0,0,1,0,1,1,0,route_3,,
2025-03-30,58262,gw_4,14,2292,1,0,1,1,0,0,1,0,route_1,,
2025-03-31,58262,gw_2,6,2298,0,1,1,1,0,0,1,0,route_1,,
2025-04-01,58262,gw_2,14,2312,0,1,1,0,1,0,1,0,route_3,,
2025-04-02,58262,gw_5,15,2327,1,1,0,0,0,0,1,0,route_2,,
2025-04-03,58262,gw_1,0,2321,0,1,0,0,0,1,1,1,route_3,,
2025-04-04,58262,gw_3,15,2336,1,0,0,1,1,0,0,1,route_2,,
2025-04-05,58262,gw_3,7,2343,0,1,0,0,1,1,1,1,route_1,,
2025-04-06,58262,gw_5,6,2349,0,1,0,1,1,1,1,1,route_2,,
2025-04-07,58262,gw_3,8,2357,1,0,1,0,1,0,1,1,route_3,,
2025-04-08,58262,gw_4,7,2364,1,1,1,0,1,1,1,1,route_1,,
2025-04-09,58262,gw_1,9,2373,0,1,0,1,0,1,1,0,route_1,,
2025-04-10,58262,gw_4,8,2381,1,0,0,1,0,1,1,0,route_3,,
2025-01-01,42465,gw_2,6,1655,1,0,1,0,0,1,0,1,route_3,,
2025-01-02,42465,gw_5,9,1664,0,0,0,0,1,1,1,0,route_2,,
2025-01-03,42465,gw_5,13,1677,1,1,1,1,1,1,0,1,route_1,,
2025-01-04,42465,gw_3,12,1689,1,1,1,0,1,1,0,1,route_3,,
2025-01-05,42465,gw_2,14,1703,0,0,1,1,0,0,0,0,route_1,,
2025-01-06,42465,gw_5,10,1713,0,0,0,0,0,1,1,0,route_2,,
2025-01-07,42465,gw_2,10,1723,0,1,1,1,0,0,0,0,route_1,,
2025-01-08,42465,gw_4,15,1738,1,1,1,1,1,1,0,1,route_1,,
2025-01-09,42465,gw_3,15,1753,0,1,1,1,1,1,1,0,route_3,,
2025-01-10,42465,gw_4,12,1765,1,1,1,1,0,0,1,1,route_2,,
2025-01-11,42465,gw_1,9,1774,0,0,1,1,1,1,1,1,route_3,,
2025-01-12,42465,gw_5,14,1788,0,1,0,1,1,0,0,1,route_2,,
2025-01-13,42465,gw_1,9,1797,1,0,1,0,0,1,1,1,route_2,,
2025-01-14,42465,gw_2,5,1802,0,0,1,0,0,1,0,1,route_1,,
2025-01-15,42465,gw_1,9,1811,0,1,1,0,0,1,1,0,route_2,,
2025-01-16,42465,gw_4,6,1817,0,0,0,1,0,1,1,1,route_2,,
2025-01-17,42465,gw_4,9,1826,1,0,1,0,1,1,1,1,route_3,,
2025-01-18,42465,gw_5,7,1833,0,1,1,0,1,0,1,0,route_3,,
2025-01-19,42465,gw_4,14,1847,1,0,1,1,0,1,0,1,route_2,,
2025-01-20,42465,gw_2,12,1859,1,0,1,0,0,1,0,0,route_1,,
2025-01-21,42465,gw_1,13,1872,1,1,1,0,0,0,1,1,route_3,,
2025-01-22,42465,gw_5,7,1879,0,0,1,1,0,1,1,1,route_1,,
2025-01-23,42465,gw_4,9,1888,1,1,0,1,1,0,0,0,route_3,,
2025-01-24,42465,gw_5,9,1897,0,1,1,1,1,0,0,0,route_2,,
2025-01-25,42465,gw_4,12,1909,0,1,1,1,1,0,1,1,route_1,,
2025-01-26,42465,gw_3,6,1915,0,1,0,1,0,1,1,1,route_1,,
2025-01-27,42465,gw_5,11,1926,0,0,1,0,1,0,1,1,route_3,,
2025-01-28,42465,gw_3,15,1941,0,1,1,1,1,0,0,1,route_3,,
2025-01-29,42465,gw_4,12,1953,0,0,1,0,0,0,1,0,route_3,,
2025-01-30,42465,gw_5,5,1958,0,1,1,1,0,1,0,0,route_3,,
2025-01-31,42465,gw_1,6,1964,1,1,1,0,0,1,0,1,route_1,,
2025-02-01,42465,gw_5,14,1978,1,0,0,1,0,1,0,1,route_3,,
2025-02-02,42465,gw_2,12,1990,1,1,0,1,1,0,1,0,route_3,,
2025-02-03,42465,gw_4,14,2004,1,0,0,0,1,0,0,1,route_2,,
2025-02-04,42465,gw_3,11,2015,0,0,1,1,0,0,0,0,route_2,,
2025-02-05,42465,gw_3,13,2028,1,1,1,0,0,0,1,0,route_3,,
2025-02-06,42465,gw_4,13,2041,1,1,0,0,0,0,1,1,route_3,,
2025-02-07,42465,gw_1,15,2056,1,0,0,1,1,1,0,0,route_3,,
2025-02-08,42465,gw_4,13,2069,1,0,1,0,1,0,0,1,route_2,,
2025-02-09,42465,gw_5,10,2079,0,1,0,0,1,0,0,0,route_2,,
2025-02-10,42465,gw_2,7,2086,1,1,1,1,1,1,0,1,route_3,,
2025-02-11,42465,gw_3,12,2098,1,1,0,0,0,0,0,0,route_3,,
2025-02-12,42465,gw_2,14,2112,0,1,1,1,1,0,0,1,route_2,,
2025-02-13,42465,gw_4,12,2124,0,0,0,0,1,0,1,0,route_3,,
2025-02-14,42465,gw_1,11,2135,0,0,1,1,1,0,0,0,route_1,,
2025-02-15,42465,gw_2,13,2148,1,1,0,0,1,0,1,1,route_2,,
2025-02-16,42465,gw_1,15,2163,1,0,0,1,0,0,1,1,route_3,,
2025-02-17,42465,gw_4,5,2168,1,1,0,1,1,1,0,0,route_2,,
2025-02-18,42465,gw_4,0,2166,1,0,0,0,1,0,1,0,route_2,,
2025-02-19,42465,gw_3,10,2176,0,0,1,1,1,1,1,0,route_1,,
2025-02-20,42465,gw_1,6,2182,1,1,1,1,0,0,0,1,route_2,,
2025-02-21,42465,gw_5,13,2195,0,0,0,1,1,1,1,1,route_1,,
2025-02-22,42465,gw_2,15,2210,0,1,0,1,0,1,1,0,route_2,,
2025-02-23,42465,gw_4,12,2222,0,0,1,0,1,1,1,0,route_2,,
2025-02-24,42465,gw_3,8,2230,1,0,0,1,1,1,1,0,route_1,,
2025-02-25,42465,gw_4,5,2235,1,0,0,0,1,1,0,0,route_1,,
2025-02-26,42465,gw_1,9,2244,1,1,1,0,0,0,1,0,route_1,,
2025-02-27,42465,gw_2,13,2257,1,1,1,0,0,0,1,1,route_2,,
2025-02-28,42465,gw_1,14,2271,1,1,1,1,1,0,1,0,route_3,,
2025-03-01,42465,gw_5,8,2279,0,0,0,1,0,0,0,0,route_3,,
2025-03-02,42465,gw_2,13,2292,0,1,0,0,1,0,1,1,route_2,,
2025-03-03,42465,gw_5,7,2299,1,1,1,1,1,0,1,0,route_3,,
2025-03-04,42465,gw_5,6,2305,0,0,0,0,1,1,1,0,route_2,,
2025-03-05,42465,gw_2,7,2312,1,1,0,1,1,1,1,1,route_2,,
2025-03-06,42465,gw_3,7,2319,1,0,1,1,1,0,0,0,route_2,,
2025-03-07,42465,gw_1,14,2333,1,0,0,0,0,1,0,1,route_3,,
2025-03-08,42465,gw_5,11,2344,0,0,0,0,0,1,1,0,route_1,,
2025-03-09,42465,gw_2,5,2349,0,0,0,0,0,1,1,0,route_1,,
2025-03-10,42465,gw_4,7,2356,1,0,0,0,0,1,0,1,route_1,,
2025-03-11,42465,gw_5,8,2364,1,0,0,1,0,0,0,0,route_1,,
2025-03-12,42465,gw_1,6,2370,0,1,1,0,0,0,0,1,route_1,,
2025-03-13,42465,gw_5,0,2363,0,0,0,0,0,0,0,1,route_2,,
2025-03-14,42465,gw_4,0,2361,0,0,0,0,0,0,1,0,route_3,,
2025-03-15,42465,gw_2,9,2370,1,0,1,0,1,1,0,0,route_1,,
2025-03-16,42465,gw_3,6,2376,0,0,1,0,0,0,0,0,route_2,,
2025-03-17,42465,gw_5,12,2388,0,1,0,0,0,1,0,0,route_2,,
2025-03-18,42465,gw_2,10,2398,1,1,1,1,1,0,0,1,route_2,,
2025-03-19,42465,gw_2,14,2412,1,1,1,0,0,0,0,0,route_3,,
2025-03-20,42465,gw_3,9,2421,1,1,0,1,0,1,0,0,route_1,,
2025-03-21,42465,gw_3,7,2428,1,1,0,0,1,0,1,1,route_2,,
2025-03-22,42465,gw_5,5,2433,1,0,1,1,1,1,1,0,route_2,,
2025-03-23,42465,gw_5,15,2448,0,1,0,0,1,1,1,0,route_2,,
2025-03-24,42465,gw_5,13,2461,0,0,0,0,0,1,1,0,route_2,,
2025-03-25,42465,gw_5,12,2473,1,1,1,1,0,1,0,1,route_2,,
2025-03-26,42465,gw_4,9,2482,1,1,0,0,0,0,0,1,route_2,,
2025-03-27,42465,gw_5,6,2488,0,0,0,0,1,0,0,0,route_1,,
2025-03-28,42465,gw_5,9,2497,1,0,1,0,0,1,0,0,route_2,,
2025-03-29,42465,gw_2,5,2502,1,1,0,0,1,1,0,1,route_1,,
2025-03-30,42465,gw_5,13,2515,0,0,1,0,0,1,0,1,route_3,,
2025-03-31,42465,gw_2,15,2530,1,0,0,1,0,0,0,0,route_3,,
2025-04-01,42465,gw_1,5,2535,0,0,1,1,1,0,1,0,route_2,,
2025-04-02,42465,gw_4,7,2542,0,0,0,0,1,1,0,1,route_2,,
2025-04-03,42465,gw_5,12,2554,1,0,1,0,0,1,1,1,route_3,,
2025-04-04,42465,gw_2,15,2569,1,1,0,0,1,0,0,0,route_1,,
2025-04-05,42465,gw_3,11,2580,0,1,0,1,1,1,0,0,route_2,,
2025-04-06,42465,gw_4,9,2589,1,0,1,0,1,0,0,1,route_3,,
2025-04-07,42465,gw_5,15,2604,0,0,1,1,1,0,0,1,route_1,,
2025-04-08,42465,gw_3,10,2614,1,0,0,0,1,0,1,1,route_3,,
2025-04-09,42465,gw_3,8,2622,0,1,1,1,0,0,0,1,route_1,,
2025-04-10,42465,gw_4,12,2634,0,1,0,0,0,0,0,0,route_2,,
2025-01-01,58948,gw_3,5,2003,1,1,0,1,0,1,0,1,route_3,,
2025-01-02,58948,gw_2,15,2018,0,1,0,0,1,0,0,1,route_2,,
2025-01-03,58948,gw_3,6,2024,1,1,1,0,1,1,1,1,route_1,,
2025-01-04,58948,gw_1,5,2029,1,0,1,1,1,0,1,0,route_1,,
2025-01-05,58948,gw_3,8,2037,0,0,1,1,1,0,0,0,route_1,,
2025-01-06,58948,gw_2,14,2051,1,0,0,1,1,0,0,1,route_1,,
2025-01-07,58948,gw_4,14,2065,0,0,1,1,0,0,0,0,route_1,,
2025-01-08,58948,gw_5,9,2074,1,1,0,1,1,0,0,0,route_3,,
2025-01-09,58948,gw_4,12,2086,0,1,1,0,1,0,0,0,route_3,,
2025-01-10,58948,gw_3,8,2094,1,1,0,0,0,0,1,1,route_1,,
2025-01-11,58948,gw_5,15,2109,1,1,0,1,0,1,0,0,route_2,,
2025-01-12,58948,gw_3,13,2122,0,1,1,1,0,1,0,0,route_2,,
2025-01-13,58948,gw_5,9,2131,0,0,0,1,1,1,0,0,route_2,,
2025-01-14,58948,gw_3,9,2140,0,0,1,0,1,0,0,0,route_3,,
2025-01-15,58948,gw_2,9,2149,1,0,0,0,0,1,0,1,route_3,,
2025-01-16,58948,gw_2,15,2164,0,1,0,1,0,0,1,1,route_1,,
2025-01-17,58948,gw_2,5,2169,1,1,1,1,1,1,1,0,route_3,,
2025-01-18,58948,gw_2,7,2176,1,0,0,1,0,0,1,0,route_1,,
2025-01-19,58948,gw_5,8,2184,1,0,0,0,1,1,0,1,route_1,,
2025-01-20,58948,gw_4,11,2195,0,1,0,0,0,0,1,1,route_2,,
2025-01-21,58948,gw_5,12,2207,0,0,0,0,0,1,0,0,route_1,,
2025-01-22,58948,gw_3,9,2216,1,1,0,1,1,0,1,1,route_3,,
2025-01-23,58948,gw_3,5,2221,0,1,0,0,0,0,0,1,route_3,,
2025-01-24,58948,gw_5,9,2230,1,0,0,0,1,0,1,0,route_2,,
2025-01-25,58948,gw_2,5,2235,1,0,0,1,0,0,1,1,route_3,,
2025-01-26,58948,gw_1,11,2246,1,1,0,0,1,1,1,1,route_3,,
2025-01-27,58948,gw_5,10,2256,0,1,1,1,1,1,1,1,route_2,,
2025-01-28,58948,gw_5,5,2261,1,1,0,1,1,0,0,1,route_2,,
2025-01-29,58948,gw_4,11,2272,1,0,1,1,1,0,0,1,route_3,,
2025-01-30,58948,gw_3,15,2287,0,0,1,1,1,0,1,1,route_2,,
2025-01-31,58948,gw_1,8,2295,1,0,1,1,0,0,0,1,route_3,,
2025-02-01,58948,gw_2,5,2300,1,1,0,1,0,1,1,0,route_3,,
2025-02-02,58948,gw_3,8,2308,0,1,0,1,1,1,1,0,route_2,,
2025-02-03,58948,gw_2,0,2305,1,1,0,1,1,0,1,0,route_2,,
2025-02-04,58948,gw_2,6,2311,0,0,1,1,1,0,0,1,route_1,,
2025-02-05,58948,gw_2,14,2325,0,0,1,0,0,0,1,1,route_1,,
2025-02-06,58948,gw_3,13,2338,0,0,1,1,1,1,0,0,route_1,,
2025-02-07,58948,gw_3,6,2344,1,0,1,1,1,0,0,0,route_2,,
2025-02-08,58948,gw_2,7,2351,1,1,0,0,0,0,0,0,route_1,,
2025-02-09,58948,gw_1,6,2357,1,0,1,0,0,0,0,1,route_2,,
2025-02-10,58948,gw_1,14,2371,0,1,1,0,0,0,1,0,route_1,,
2025-02-11,58948,gw_3,11,2382,0,0,1,0,0,0,0,0,route_3,,
2025-02-12,58948,gw_3,12,2394,1,0,0,0,0,1,1,0,route_1,,
2025-02-13,58948,gw_1,8,2402,0,1,1,0,0,1,1,1,route_3,,
2025-02-14,58948,gw_5,10,2412,0,0,0,1,0,0,1,1,route_2,,
2025-02-15,58948,gw_3,13,2425,1,1,0,1,1,1,0,1,route_2,,
2025-02-16,58948,gw_2,7,2432,0,1,0,1,0,0,1,0,route_1,,
2025-02-17,58948,gw_3,12,2444,0,0,0,0,0,0,0,1,route_1,,
2025-02-18,58948,gw_2,15,2459,1,0,1,0,0,0,1,1,route_3,,
2025-02-19,58948,gw_1,15,2474,1,0,0,1,0,1,1,1,route_3,,
2025-02-20,58948,gw_2,5,2479,0,1,0,0,0,0,1,0,route_3,,
2025-02-21,58948,gw_1,7,2486,0,0,1,0,1,0,0,1,route_1,,
2025-02-22,58948,gw_1,7,2493,0,1,0,0,1,1,1,1,route_2,,
2025-02-23,58948,gw_4,12,2505,0,1,1,0,1,1,0,0,route_3,,
2025-02-24,58948,gw_2,7,2512,0,1,0,0,1,1,0,0,route_3,,
2025-02-25,58948,gw_5,15,2527,0,0,0,1,1,1,0,1,route_1,,
2025-02-26,58948,gw_4,7,2534,1,1,0,1,1,0,0,1,route_3,,
2025-02-27,58948,gw_5,7,2541,1,1,1,0,1,1,0,0,route_1,,
2025-02-28,58948,gw_4,8,2549,0,1,0,0,0,1,0,1,route_2,,
2025-03-01,58948,gw_4,12,2561,0,0,1,0,1,1,1,0,route_2,,
2025-03-02,58948,gw_2,6,2567,1,1,1,1,0,1,0,0,route_2,,
2025-03-03,58948,gw_4,14,2581,1,0,1,1,1,0,0,0,route_2,,
2025-03-04,58948,gw_1,8,2589,1,1,1,0,1,0,1,1,route_2,,
2025-03-05,58948,gw_2,7,2596,0,0,1,1,1,0,0,0,route_1,,
2025-03-06,58948,gw_2,15,2611,1,0,1,1,0,0,0,0,route_1,,
2025-03-07,58948,gw_3,8,2619,0,0,0,1,0,0,0,0,route_1,,
2025-03-08,58948,gw_3,9,2628,0,1,0,1,1,0,1,1,route_1,,
2025-03-09,58948,gw_2,14,2642,1,1,0,0,1,0,1,0,route_2,,
2025-03-10,58948,gw_3,6,2648,1,0,0,1,1,1,1,1,route_2,,
2025-03-11,58948,gw_5,8,2656,0,1,1,0,0,0,0,0,route_3,,
2025-03-12,58948,gw_2,6,2662,1,1,0,1,0,1,1,0,route_3,,
2025-03-13,58948,gw_3,14,2676,1,0,1,0,0,1,1,0,route_2,,
2025-03-14,58948,gw_3,7,2683,0,0,0,1,1,1,0,0,route_1,,
2025-03-15,58948,gw_3,11,2694,1,1,1,1,1,0,0,1,route_2,,
2025-03-16,58948,gw_5,10,2704,1,1,0,0,0,1,0,1,route_3,,
2025-03-17,58948,gw_4,6,2710,1,1,0,1,0,1,1,0,route_3,,
2025-03-18,58948,gw_1,13,2723,1,1,0,1,1,1,0,1,route_1,,
2025-03-19,58948,gw_5,12,2735,0,0,1,1,0,1,0,1,route_3,,
2025-03-20,58948,gw_1,11,2746,1,0,1,0,1,1,0,0,route_3,,
2025-03-21,58948,gw_2,5,2751,1,1,0,1,0,0,0,0,route_2,,
2025-03-22,58948,gw_2,6,2757,1,1,1,1,0,0,1,0,route_2,,
2025-03-23,58948,gw_4,12,2769,1,1,1,1,1,1,1,1,route_1,,
2025-03-24,58948,gw_3,6,2775,0,0,0,1,1,1,0,0,route_3,,
2025-03-25,58948,gw_1,9,2784,0,1,0,0,1,0,1,0,route_3,,
2025-03-26,58948,gw_2,8,2792,0,0,1,0,0,0,1,1,route_3,,
2025-03-27,58948,gw_3,11,2803,1,1,1,1,1,1,0,0,route_2,,
2025-03-28,58948,gw_2,13,2816,0,0,0,0,1,1,0,0,route_2,,
2025-03-29,58948,gw_3,7,2823,1,1,1,0,0,0,0,1,route_1,,
2025-03-30,58948,gw_1,13,2836,1,1,0,1,1,0,1,0,route_2,,
2025-03-31,58948,gw_2,9,2845,0,0,0,0,1,0,1,0,route_2,,
2025-04-01,58948,gw_3,7,2852,0,1,1,1,1,0,0,1,route_1,,
2025-04-02,58948,gw_4,7,2859,0,0,1,1,1,1,0,0,route_1,,
2025-04-03,58948,gw_5,13,2872,1,1,1,1,0,1,1,1,route_1,,
2025-04-04,58948,gw_5,13,2885,1,1,0,1,1,0,0,0,route_1,,
2025-04-05,58948,gw_2,7,2892,1,1,1,1,1,1,1,0,route_3,,
2025-04-06,58948,gw_1,9,2901,0,1,1,1,0,0,0,0,route_3,,
2025-04-07,58948,gw_2,10,2911,0,1,1,1,1,0,0,1,route_2,,
2025-04-08,58948,gw_1,8,2919,1,0,0,1,0,1,0,1,route_1,,
2025-04-09,58948,gw_4,15,2934,0,0,0,1,0,1,1,1,route_2,,
2025-04-10,58948,gw_5,6,2940,1,1,0,1,0,1,1,1,route_1,,
2025-01-01,54596,gw_2,6,1833,0,1,0,0,0,0,0,0,route_2,,
2025-01-02,54596,gw_4,11,1844,0,1,0,1,0,1,1,0,route_3,,
2025-01-03,54596,gw_1,12,1856,1,1,0,1,0,1,1,0,route_3,,
2025-01-04,54596,gw_2,15,1871,0,0,0,0,1,1,0,0,route_3,,
2025-01-05,54596,gw_1,9,1880,1,0,1,0,1,1,1,0,route_1,,
2025-01-06,54596,gw_4,13,1893,1,1,0,0,1,1,0,1,route_1,,
2025-01-07,54596,gw_3,7,1900,0,1,0,0,0,0,1,0,route_2,,
2025-01-08,54596,gw_1,14,1914,1,0,0,0,0,0,0,0,route_1,,
2025-01-09,54596,gw_4,11,1925,1,1,1,0,0,0,0,0,route_3,,
2025-01-10,54596,gw_4,10,1935,1,0,0,0,1,0,0,1,route_2,,
2025-01-11,54596,gw_2,14,1949,1,0,0,1,1,0,1,1,route_2,,
2025-01-12,54596,gw_5,6,1955,0,1,0,0,1,0,0,0,route_3,,
2025-01-13,54596,gw_1,7,1962,0,0,1,1,1,1,0,1,route_1,,
2025-01-14,54596,gw_3,5,1967,0,0,0,1,1,1,0,1,route_3,,
2025-01-15,54596,gw_2,13,1980,0,0,0,0,0,0,0,1,route_3,,
2025-01-16,54596,gw_4,10,1990,1,0,1,0,1,1,0,0,route_2,,
2025-01-17,54596,gw_3,6,1996,0,0,1,1,0,0,0,1,route_2,,
2025-01-18,54596,gw_3,7,2003,0,1,0,0,0,0,0,0,route_2,,
2025-01-19,54596,gw_1,10,2013,1,0,0,0,1,1,0,0,route_3,,
2025-01-20,54596,gw_3,11,2024,1,1,0,1,0,1,1,1,route_3,,
2025-01-21,54596,gw_3,11,2035,1,0,0,0,0,1,0,0,route_2,,
2025-01-22,54596,gw_2,11,2046,0,0,1,0,0,1,0,1,route_3,,
2025-01-23,54596,gw_3,10,2056,1,1,0,1,1,0,0,0,route_3,,
2025-01-24,54596,gw_3,15,2071,1,0,1,0,1,0,0,0,route_2,,
2025-01-25,54596,gw_4,11,2082,1,0,1,0,0,0,1,0,route_2,,
2025-01-26,54596,gw_4,15,2097,1,0,1,0,0,1,0,1,route_3,,
2025-01-27,54596,gw_5,7,2104,1,1,1,1,1,0,0,0,route_3,,
2025-01-28,54596,gw_5,5,2109,1,0,0,0,1,1,1,1,route_1,,
2025-01-29,54596,gw_2,15,2124,1,0,1,0,1,0,0,0,route_2,,
2025-01-30,54596,gw_2,14,2138,1,0,1,1,1,0,0,0,route_2,,
2025-01-31,54596,gw_2,11,2149,1,1,1,1,1,0,1,1,route_1,,
2025-02-01,54596,gw_1,5,2154,1,0,0,0,1,0,1,1,route_3,,
2025-02-02,54596,gw_2,6,2160,0,1,0,0,1,1,0,0,route_1,,
2025-02-03,54596,gw_5,6,2166,1,0,0,1,1,0,1,0,route_3,,
2025-02-04,54596,gw_2,6,2172,0,1,1,0,0,0,1,1,route_1,,
2025-02-05,54596,gw_1,11,2183,0,0,0,1,0,1,0,1,route_1,,
2025-02-06,54596,gw_5,12,2195,0,1,0,1,1,0,0,0,route_3,,
2025-02-07,54596,gw_4,12,2207,0,1,0,1,0,1,1,1,route_3,,
2025-02-08,54596,gw_5,5,2212,0,1,0,1,1,0,0,0,route_3,,
2025-02-09,54596,gw_1,15,2227,0,1,0,1,1,0,0,1,route_2,,
2025-02-10,54596,gw_2,0,2222,0,1,1,0,0,1,1,1,route_1,,
2025-02-11,54596,gw_3,6,2228,1,0,0,0,1,0,1,1,route_1,,
2025-02-12,54596,gw_5,5,2233,0,0,0,0,0,1,1,0,route_1,,
2025-02-13,54596,gw_1,11,2244,1,0,0,0,0,1,0,1,route_3,,
2025-02-14,54596,gw_2,13,2257,0,1,1,1,0,1,0,0,route_1,,
2025-02-15,54596,gw_4,8,2265,0,0,0,1,0,0,1,1,route_1,,
2025-02-16,54596,gw_2,9,2274,0,1,1,1,1,1,0,0,route_1,,
2025-02-17,54596,gw_4,0,2266,0,0,0,0,0,0,0,0,route_1,,
2025-02-18,54596,gw_1,8,2274,0,0,1,1,1,0,1,1,route_2,,
2025-02-19,54596,gw_3,10,2284,0,0,1,0,1,0,1,1,route_3,,
2025-02-20,54596,gw_3,8,2292,1,0,1,0,1,0,0,0,route_3,,
2025-02-21,54596,gw_3,12,2304,0,0,0,0,1,1,0,1,route_2,,
2025-02-22,54596,gw_3,6,2310,0,1,1,0,1,0,0,1,route_1,,
2025-02-23,54596,gw_2,12,2322,0,0,1,1,0,1,1,1,route_1,,
2025-02-24,54596,gw_2,12,2334,1,1,1,1,0,1,1,0,route_2,,
2025-02-25,54596,gw_1,9,2343,1,1,0,1,1,0,0,1,route_3,,
2025-02-26,54596,gw_5,5,2348,1,1,1,0,1,0,0,0,route_3,,
2025-02-27,54596,gw_1,10,2358,1,0,1,0,1,1,0,0,route_1,,
2025-02-28,54596,gw_5,5,2363,1,1,0,0,0,1,0,0,route_3,,
2025-03-01,54596,gw_2,12,2375,1,0,1,0,0,0,0,1,route_1,,
2025-03-02,54596,gw_4,10,2385,0,0,0,1,0,1,0,0,route_3,,
2025-03-03,54596,gw_5,13,2398,1,1,0,0,1,1,1,0,route_2,,
2025-03-04,54596,gw_2,9,2407,1,1,1,0,0,1,0,0,route_1,,
2025-03-05,54596,gw_3,10,2417,0,1,0,1,0,1,0,0,route_1,,
2025-03-06,54596,gw_4,10,2427,0,1,1,0,1,1,0,1,route_1,,
2025-03-07,54596,gw_5,14,2441,1,0,1,1,1,1,1,1,route_2,,
2025-03-08,54596,gw_3,12,2453,1,1,0,0,0,1,0,1,route_1,,
2025-03-09,54596,gw_1,6,2459,0,0,1,0,1,1,0,0,route_3,,
2025-03-10,54596,gw_4,9,2468,0,0,0,1,1,0,1,1,route_1,,
2025-03-11,54596,gw_1,7,2475,1,1,1,0,0,1,0,0,route_1,,
2025-03-12,54596,gw_5,9,2484,0,1,1,1,1,0,1,0,route_3,,
2025-03-13,54596,gw_5,7,2491,1,0,0,0,0,1,0,0,route_2,,
2025-03-14,54596,gw_1,13,2504,1,0,1,0,0,0,0,1,route_2,,
2025-03-15,54596,gw_4,13,2517,1,1,0,0,1,0,0,1,route_2,,
2025-03-16,54596,gw_1,0,2512,0,0,1,0,1,0,0,1,route_3,,
2025-03-17,54596,gw_3,0,2503,0,0,0,0,0,0,0,1,route_3,,
2025-03-18,54596,gw_5,6,2509,1,0,0,0,1,0,0,1,route_1,,
2025-03-19,54596,gw_4,15,2524,1,0,0,0,1,0,0,1,route_2,,
2025-03-20,54596,gw_2,13,2537,1,1,1,1,0,1,1,0,route_2,,
2025-03-21,54596,gw_5,7,2544,1,1,0,1,0,0,1,0,route_3,,
2025-03-22,54596,gw_4,7,2551,1,0,0,0,0,1,0,1,route_3,,
2025-03-23,54596,gw_3,14,2565,1,0,1,1,0,1,1,0,route_1,,
2025-03-24,54596,gw_3,0,2555,0,1,1,0,0,0,1,1,route_2,,
2025-03-25,54596,gw_5,7,2562,1,0,0,0,1,1,1,0,route_3,,
2025-03-26,54596,gw_5,15,2577,0,0,0,1,0,0,1,0,route_3,,
2025-03-27,54596,gw_4,6,2583,1,1,0,1,1,0,1,1,route_2,,
2025-03-28,54596,gw_1,12,2595,0,0,1,0,1,0,0,0,route_2,,
