reading_date,meter_address,gateway_id,consumption,volume,hardware,leakage,burst,freeze,tamper,power_low,empty_spool,reverse_flow,routelist_id
2025-03-03,EN001122,gw_5,5,2669,0,1,1,1,1,0,0,0,route_1
2025-03-04,EN001122,gw_3,15,2684,0,1,1,0,0,1,0,1,route_2
2025-03-05,EN001122,gw_3,10,2694,1,0,1,0,0,0,0,1,route_3
2025-03-06,EN001122,gw_5,12,2706,1,0,0,0,1,0,0,1,route_3
2025-03-07,EN001122,gw_4,12,2718,0,1,0,1,0,0,0,0,route_3
2025-03-08,EN001122,gw_1,11,2729,0,0,1,0,1,1,0,0,route_1
2025-03-09,EN001122,gw_4,6,2735,0,0,0,0,0,0,1,1,route_1
2025-03-10,EN001122,gw_2,11,2746,1,1,1,1,1,1,0,1,route_3
2025-03-11,EN001122,gw_4,12,2758,1,0,0,1,0,0,0,1,route_3
2025-03-12,EN001122,gw_5,7,2765,1,0,0,0,0,0,1,1,route_2
2025-03-13,EN001122,gw_2,14,2779,1,0,0,1,0,1,0,0,route_3
2025-03-14,EN001122,gw_1,8,2787,0,0,0,1,1,1,0,1,route_1
2025-03-15,EN001122,gw_4,10,2797,0,0,0,0,1,1,0,1,route_1
2025-03-16,EN001122,gw_1,15,2812,1,1,0,0,0,1,0,0,route_3
2025-03-17,EN001122,gw_3,13,2825,1,0,0,1,1,1,0,1,route_2
2025-03-18,EN001122,gw_2,8,2833,1,0,0,1,0,0,0,0,route_2
2025-03-19,EN001122,gw_3,5,2838,1,1,0,1,1,0,1,0,route_2
2025-03-20,EN001122,gw_5,9,2847,0,1,1,1,1,1,1,0,route_1
2025-03-21,EN001122,gw_5,5,2852,0,1,0,0,0,0,0,0,route_3
2025-03-22,EN001122,gw_4,6,2858,0,1,0,0,0,1,0,0,route_2
2025-03-23,EN001122,gw_2,9,2867,1,0,0,1,1,1,1,0,route_3
2025-03-24,EN001122,gw_4,15,2882,1,1,1,1,0,0,1,0,route_3
2025-03-25,EN001122,gw_5,12,2894,0,1,1,1,0,0,0,0,route_3
2025-03-26,EN001122,gw_5,13,2907,0,0,0,0,1,1,0,0,route_2
2025-03-27,EN001122,gw_3,13,2920,0,1,1,1,0,0,0,1,route_1
2025-03-28,EN001122,gw_2,8,2928,1,0,1,1,1,0,1,0,route_1
2025-03-29,EN001122,gw_3,13,2941,1,1,0,1,1,1,0,1,route_1
2025-03-30,EN001122,gw_2,13,2954,0,0,0,1,0,0,1,1,route_3
2025-03-31,EN001122,gw_5,7,2961,0,1,1,1,0,0,0,1,route_1
2025-04-01,EN001122,gw_3,5,2966,1,0,1,0,0,1,0,1,route_3
2025-04-02,EN001122,gw_1,7,2973,0,0,1,1,0,0,1,1,route_3
2025-04-03,EN001122,gw_5,6,2979,1,1,1,1,0,0,1,1,route_2
2025-04-04,EN001122,gw_5,9,2988,0,1,1,0,0,0,0,0,route_3
2025-04-05,EN001122,gw_3,8,2996,1,0,1,1,0,0,0,0,route_1
2025-04-06,EN001122,gw_4,5,3001,1,1,0,1,0,0,0,1,route_3
2025-04-07,EN001122,gw_2,9,3010,0,1,1,1,0,1,1,0,route_3
2025-04-08,EN001122,gw_5,5,3015,1,1,1,0,1,1,1,0,route_2
2025-04-09,EN001122,gw_3,12,3027,0,0,0,0,0,1,1,1,route_2
2025-04-10,EN001122,gw_2,8,3035,1,1,1,0,0,1,0,0,route_3
2025-01-01,EN889900,gw_5,15,1584,1,0,0,1,1,0,1,0,route_1
2025-01-02,EN889900,gw_5,7,1591,0,0,1,1,0,0,0,1,route_2
2025-01-03,EN889900,gw_2,12,1603,0,1,0,1,0,1,0,1,route_1
2025-01-04,EN889900,gw_3,9,1612,1,1,1,1,1,0,0,0,route_2
2025-01-05,EN889900,gw_3,11,1623,1,1,1,1,0,0,1,0,route_3
2025-01-06,EN889900,gw_3,8,1631,0,0,0,1,0,1,1,0,route_3
2025-01-07,EN889900,gw_1,8,1639,0,0,1,1,1,0,1,0,route_3
2025-01-08,EN889900,gw_4,12,1651,1,0,1,1,1,1,0,0,route_3
2025-01-09,EN889900,gw_5,14,1665,0,1,1,1,1,1,1,0,route_2
2025-01-10,EN889900,gw_3,9,1674,1,0,1,0,1,1,0,1,route_1
2025-01-11,EN889900,gw_2,7,1681,0,0,1,1,0,1,0,1,route_3
2025-01-12,EN889900,gw_4,7,1688,1,1,1,0,1,1,1,1,route_3
2025-01-13,EN889900,gw_5,9,1697,1,0,1,1,0,0,1,0,route_1
2025-01-14,EN889900,gw_5,7,1704,1,0,1,1,0,0,1,1,route_1
2025-01-15,EN889900,gw_4,11,1715,0,1,0,0,0,0,1,0,route_1
2025-01-16,EN889900,gw_4,9,1724,1,1,0,1,0,1,0,0,route_2
2025-01-17,EN889900,gw_1,11,1735,1,0,0,1,0,1,0,1,route_1
2025-01-18,EN889900,gw_5,7,1742,0,1,1,1,0,1,1,0,route_3
2025-01-19,EN889900,gw_1,11,1753,1,1,0,1,0,0,0,1,route_1
2025-01-20,EN889900,gw_2,5,1758,1,1,1,1,0,0,0,1,route_3
2025-01-21,EN889900,gw_2,8,1766,1,1,1,0,0,1,0,0,route_3
2025-01-22,EN889900,gw_4,15,1781,1,0,1,0,0,1,0,0,route_1
2025-01-23,EN889900,gw_3,14,1795,0,0,1,1,1,1,1,1,route_3
2025-01-24,EN889900,gw_4,15,1810,1,1,1,1,1,0,1,1,route_3
2025-01-25,EN889900,gw_5,6,1816,0,0,1,0,0,1,0,0,route_3
2025-01-26,EN889900,gw_3,11,1827,1,0,1,0,0,1,1,0,route_1
2025-01-27,EN889900,gw_5,6,1833,0,0,0,0,0,1,1,1,route_2
2025-01-28,EN889900,gw_1,14,1847,0,1,0,0,1,1,1,0,route_2
2025-01-29,EN889900,gw_1,5,1852,1,0,1,1,0,0,0,0,route_1
2025-01-30,EN889900,gw_2,5,1857,0,0,0,0,0,1,1,0,route_1
2025-01-31,EN889900,gw_1,11,1868,0,1,1,0,0,1,0,1,route_1
2025-02-01,EN889900,gw_2,13,1881,1,0,1,1,0,1,1,0,route_3
2025-02-02,EN889900,gw_1,13,1894,1,1,1,1,0,0,1,1,route_1
2025-02-03,EN889900,gw_2,14,1908,1,1,1,1,0,0,1,1,route_2
2025-02-04,EN889900,gw_2,14,1922,0,0,0,1,1,1,1,0,route_3
2025-02-05,EN889900,gw_3,5,1927,0,1,0,1,0,0,0,0,route_1
2025-02-06,EN889900,gw_1,15,1942,1,1,1,0,1,1,1,1,route_2
2025-02-07,EN889900,gw_4,10,1952,1,0,0,0,1,1,0,0,route_2
2025-02-08,EN889900,gw_3,14,1966,1,1,0,0,0,0,0,1,route_2
2025-02-09,EN889900,gw_2,15,1981,0,0,0,1,1,0,1,0,route_2
2025-02-10,EN889900,gw_5,10,1991,0,0,0,0,1,0,0,1,route_1
2025-02-11,EN889900,gw_1,11,2002,1,0,1,0,1,0,1,1,route_2
2025-02-12,EN889900,gw_4,10,2012,1,0,0,1,0,0,0,0,route_3
2025-02-13,EN889900,gw_5,8,2020,1,1,0,1,0,0,1,1,route_3
2025-02-14,EN889900,gw_4,12,2032,1,0,0,1,1,0,0,1,route_1
2025-02-15,EN889900,gw_2,6,2038,1,0,1,1,0,0,0,0,route_2
2025-02-16,EN889900,gw_2,5,2043,0,1,0,1,0,1,0,0,route_3
2025-02-17,EN889900,gw_2,9,2052,0,0,1,1,0,1,1,0,route_1
2025-02-18,EN889900,gw_4,14,2066,0,1,1,1,1,0,0,0,route_1
2025-02-19,EN889900,gw_1,14,2080,1,1,0,1,1,1,0,1,route_1
2025-02-20,EN889900,gw_3,8,2088,0,1,0,0,0,1,0,0,route_2
2025-02-21,EN889900,gw_4,13,2101,1,1,1,0,0,0,1,0,route_1
2025-02-22,EN889900,gw_2,5,2106,0,1,1,1,1,1,0,1,route_3
2025-02-23,EN889900,gw_3,6,2112,0,1,0,1,1,0,0,0,route_2
2025-02-24,EN889900,gw_1,10,2122,1,0,1,0,0,1,1,0,route_3
2025-02-25,EN889900,gw_1,11,2133,0,1,1,0,0,0,1,0,route_3
2025-02-26,EN889900,gw_4,11,2144,0,0,0,0,1,1,0,0,route_3
2025-02-27,EN889900,gw_1,8,2152,1,1,0,1,0,1,0,1,route_3
2025-02-28,EN889900,gw_4,12,2164,1,1,1,1,1,1,0,1,route_3
2025-03-01,EN889900,gw_4,5,2169,0,1,0,0,1,0,1,1,route_1
2025-03-02,EN889900,gw_5,15,2184,0,0,1,1,1,0,0,1,route_2
2025-03-03,EN889900,gw_3,14,2198,0,0,1,0,1,0,0,1,route_1
2025-03-04,EN889900,gw_3,12,2210,0,0,0,0,0,0,1,0,route_1
2025-03-05,EN889900,gw_4,11,2221,1,0,1,1,1,0,0,0,route_1
2025-03-06,EN889900,gw_2,15,2236,0,0,1,1,0,1,1,0,route_2
2025-03-07,EN889900,gw_4,13,2249,1,0,1,1,1,1,0,0,route_3
2025-03-08,EN889900,gw_5,9,2258,0,0,0,0,0,1,1,0,route_1
2025-03-09,EN889900,gw_5,7,2265,1,1,0,1,1,1,0,0,route_2
2025-03-10,EN889900,gw_1,14,2279,1,1,0,1,0,1,0,1,route_3
2025-03-11,EN889900,gw_5,15,2294,0,0,1,1,1,1,0,0,route_1
2025-03-12,EN889900,gw_4,10,2304,1,1,1,0,1,0,1,0,route_2
2025-03-13,EN889900,gw_1,6,2310,1,0,1,1,0,1,1,1,route_3
2025-03-14,EN889900,gw_5,15,2325,0,1,0,0,0,0,0,0,route_1
2025-03-15,EN889900,gw_4,15,2340,0,1,1,0,1,0,1,0,route_2
2025-03-16,EN889900,gw_3,7,2347,1,1,0,1,0,0,1,1,route_2
2025-03-17,EN889900,gw_3,6,2353,1,0,0,0,1,1,1,1,route_1
2025-03-18,EN889900,gw_5,5,2358,1,0,0,1,0,1,1,1,route_1
2025-03-19,EN889900,gw_5,5,2363,0,0,0,1,0,0,0,0,route_3
2025-03-20,EN889900,gw_2,5,2368,1,1,0,0,1,1,0,0,route_2
2025-03-21,EN889900,gw_4,6,2374,0,1,0,0,0,0,0,0,route_1
2025-03-22,EN889900,gw_2,8,2382,1,0,0,1,0,0,1,1,route_1
2025-03-23,EN889900,gw_4,12,2394,0,0,1,0,0,0,1,0,route_2
2025-03-24,EN889900,gw_4,14,2408,1,1,0,0,0,0,0,0,route_1
2025-03-25,EN889900,gw_4,11,2419,1,1,1,0,0,1,1,1,route_1
2025-03-26,EN889900,gw_5,8,2427,1,0,1,1,1,0,0,1,route_1
2025-03-27,EN889900,gw_1,8,2435,0,0,0,0,1,1,0,1,route_1
2025-03-28,EN889900,gw_5,6,2441,0,1,1,0,1,1,0,1,route_1
2025-03-29,EN889900,gw_5,7,2448,0,1,0,1,0,0,1,0,route_2
2025-03-30,EN889900,gw_3,0,2448,1,1,0,1,1,1,1,0,route_1
2025-03-31,EN889900,gw_2,10,2458,0,0,0,0,1,0,0,0,route_3
2025-04-01,EN889900,gw_2,12,2470,1,0,1,0,1,1,1,0,route_1
2025-04-02,EN889900,gw_3,12,2482,0,1,1,0,1,0,0,0,route_3
2025-04-03,EN889900,gw_1,11,2493,1,0,0,1,1,0,1,0,route_1
2025-04-04,EN889900,gw_1,8,2501,0,1,0,0,1,1,0,1,route_3
2025-04-05,EN889900,gw_5,6,2507,0,1,0,0,1,1,0,1,route_2
2025-04-06,EN889900,gw_5,11,2518,1,1,0,0,0,1,0,1,route_2
2025-04-07,EN889900,gw_5,11,2529,0,1,1,0,1,1,1,1,route_3
2025-04-08,EN889900,gw_2,13,2542,1,1,0,1,0,1,1,1,route_2
2025-04-09,EN889900,gw_3,11,2553,1,1,1,1,1,1,0,1,route_2
2025-04-10,EN889900,gw_4,13,2566,0,0,1,0,1,0,0,1,route_3
2025-01-01,EN334455,gw_3,6,1325,1,1,0,1,1,0,1,0,route_1
2025-01-02,EN334455,gw_2,13,1338,1,0,1,1,0,0,1,1,route_2
2025-01-03,EN334455,gw_5,0,1338,0,0,1,0,0,1,1,0,route_1
2025-01-04,EN334455,gw_3,14,1352,0,1,1,1,0,0,0,0,route_2
2025-01-05,EN334455,gw_2,12,1364,0,0,1,0,1,1,1,1,route_2
2025-01-06,EN334455,gw_4,5,1369,0,1,1,0,1,0,0,0,route_3
2025-01-07,EN334455,gw_3,8,1377,1,1,0,0,0,0,0,0,route_3
2025-01-08,EN334455,gw_1,11,1388,0,1,1,0,1,0,1,0,route_3
2025-01-09,EN334455,gw_2,7,1395,1,0,0,1,0,1,0,0,route_3
2025-01-10,EN334455,gw_1,13,1408,1,1,0,1,0,1,0,1,route_2
2025-01-11,EN334455,gw_1,11,1419,1,1,1,1,1,0,0,1,route_3
2025-01-12,EN334455,gw_1,8,1427,0,0,1,1,1,1,1,0,route_1
2025-01-13,EN334455,gw_4,14,1441,1,1,1,1,1,0,1,1,route_3
2025-01-14,EN334455,gw_2,5,1446,0,1,0,0,0,1,1,0,route_2
2025-01-15,EN334455,gw_3,7,1453,1,1,0,0,1,1,0,1,route_1
2025-01-16,EN334455,gw_5,6,1459,0,1,1,0,0,1,1,1,route_1
2025-01-17,EN334455,gw_1,7,1466,1,0,0,0,1,1,1,0,route_3
2025-01-18,EN334455,gw_5,15,1481,0,0,0,1,0,1,1,1,route_1
2025-01-19,EN334455,gw_1,7,1488,0,1,0,1,0,1,0,0,route_3
2025-01-20,EN334455,gw_3,10,1498,1,1,1,1,0,0,0,0,route_2
2025-01-21,EN334455,gw_3,10,1508,0,1,0,0,1,1,0,1,route_1
2025-01-22,EN334455,gw_3,12,1520,1,0,1,0,1,1,0,0,route_2
2025-01-23,EN334455,gw_2,15,1535,0,1,1,0,1,1,0,1,route_3
2025-01-24,EN334455,gw_1,9,1544,0,1,0,1,1,1,0,1,route_1
2025-01-25,EN334455,gw_1,9,1553,1,0,1,0,0,1,1,1,route_2
2025-01-26,EN334455,gw_5,7,1560,1,0,0,1,0,0,1,1,route_3
2025-01-27,EN334455,gw_2,8,1568,0,1,1,0,0,1,0,0,route_1
2025-01-28,EN334455,gw_5,13,1581,0,1,1,1,0,0,0,0,route_2
2025-01-29,EN334455,gw_2,14,1595,1,1,0,0,0,1,0,0,route_1
2025-01-30,EN334455,gw_4,7,1602,0,0,0,1,1,1,0,1,route_3
2025-01-31,EN334455,gw_5,15,1617,1,0,0,0,0,0,0,0,route_3
2025-02-01,EN334455,gw_3,13,1630,0,1,1,0,1,0,0,1,route_3
2025-02-02,EN334455,gw_5,5,1635,0,0,1,1,1,1,0,1,route_1
2025-02-03,EN334455,gw_5,8,1643,0,0,0,0,0,1,0,0,route_1
2025-02-04,EN334455,gw_4,5,1648,1,1,1,0,0,0,0,0,route_1
2025-02-05,EN334455,gw_4,13,1661,1,1,1,1,1,1,0,1,route_3
2025-02-06,EN334455,gw_1,7,1668,1,1,1,0,1,0,1,0,route_1
2025-02-07,EN334455,gw_1,12,1680,1,1,0,0,1,0,0,0,route_1
2025-02-08,EN334455,gw_5,6,1686,1,0,0,0,1,1,1,1,route_3
2025-02-09,EN334455,gw_2,15,1701,0,1,1,0,0,0,0,0,route_1
2025-02-10,EN334455,gw_3,13,1714,0,0,1,1,1,0,0,0,route_1
2025-02-11,EN334455,gw_1,5,1719,0,1,0,1,1,1,0,0,route_2
2025-02-12,EN334455,gw_2,8,1727,0,1,0,1,1,0,1,0,route_1
2025-02-13,EN334455,gw_5,0,1727,1,1,1,0,1,1,0,1,route_3
2025-02-14,EN334455,gw_3,10,1737,0,1,1,1,0,1,1,1,route_3
2025-02-15,EN334455,gw_2,13,1750,0,1,1,1,1,1,1,0,route_1
2025-02-16,EN334455,gw_5,7,1757,1,1,0,0,0,1,0,1,route_2
2025-02-17,EN334455,gw_4,13,1770,0,0,1,1,0,0,1,1,route_2
2025-02-18,EN334455,gw_1,9,1779,0,1,0,0,1,1,1,0,route_3
2025-02-19,EN334455,gw_1,13,1792,1,1,0,0,1,1,0,1,route_1
2025-02-20,EN334455,gw_4,15,1807,0,1,1,1,1,0,0,1,route_2
2025-02-21,EN334455,gw_5,7,1814,0,0,0,0,0,0,1,1,route_3
2025-02-22,EN334455,gw_2,13,1827,1,1,1,1,0,1,0,1,route_2
2025-02-23,EN334455,gw_1,9,1836,0,0,0,0,1,0,1,0,route_3
2025-02-24,EN334455,gw_1,6,1842,1,0,1,1,1,1,1,1,route_2
2025-02-25,EN334455,gw_3,8,1850,0,1,1,0,0,1,1,0,route_1
2025-02-26,EN334455,gw_4,5,1855,0,1,1,0,1,0,0,1,route_1
2025-02-27,EN334455,gw_3,15,1870,0,0,1,1,1,1,0,0,route_3
2025-02-28,EN334455,gw_3,12,1882,1,0,1,1,0,1,0,0,route_1
2025-03-01,EN334455,gw_4,7,1889,1,1,0,0,1,1,0,0,route_3
2025-03-02,EN334455,gw_4,6,1895,0,0,0,1,1,0,0,1,route_1
2025-03-03,EN334455,gw_1,10,1905,1,0,0,1,1,1,0,0,route_1
2025-03-04,EN334455,gw_2,5,1910,1,0,1,1,0,0,1,1,route_2
2025-03-05,EN334455,gw_1,12,1922,1,0,1,0,1,0,0,0,route_3
2025-03-06,EN334455,gw_3,10,1932,1,1,0,1,1,1,0,0,route_3
2025-03-07,EN334455,gw_1,11,1943,1,1,0,0,0,1,1,0,route_1
2025-03-08,EN334455,gw_5,8,1951,0,0,0,1,1,1,0,0,route_3
2025-03-09,EN334455,gw_3,5,1956,0,0,1,0,1,1,0,0,route_3
2025-03-10,EN334455,gw_1,11,1967,0,1,0,1,1,0,1,0,route_3
2025-03-11,EN334455,gw_3,12,1979,0,1,0,0,1,1,0,0,route_3
2025-03-12,EN334455,gw_2,12,1991,0,0,1,1,0,0,0,1,route_3
2025-03-13,EN334455,gw_5,12,2003,1,0,1,0,0,1,1,0,route_3
2025-03-14,EN334455,gw_3,7,2010,0,0,0,1,1,0,1,0,route_2
2025-03-15,EN334455,gw_2,13,2023,1,0,1,0,0,0,0,0,route_1
2025-03-16,EN334455,gw_4,8,2031,0,1,0,0,0,1,0,1,route_1
2025-03-17,EN334455,gw_1,14,2045,0,1,1,0,0,1,1,1,route_3
2025-03-18,EN334455,gw_4,11,2056,1,1,1,0,1,1,1,0,route_1
2025-03-19,EN334455,gw_1,11,2067,0,0,1,1,1,1,0,0,route_2
2025-03-20,EN334455,gw_1,5,2072,0,1,0,0,1,1,0,1,route_2
2025-03-21,EN334455,gw_4,12,2084,0,1,0,1,1,1,1,0,route_2
2025-03-22,EN334455,gw_3,12,2096,0,0,1,1,0,1,1,1,route_1
2025-03-23,EN334455,gw_2,9,2105,1,1,1,1,1,0,1,1,route_1
2025-03-24,EN334455,gw_5,11,2116,1,1,1,1,0,1,1,0,route_2
2025-03-25,EN334455,gw_4,13,2129,0,0,0,1,1,0,0,0,route_3
2025-03-26,EN334455,gw_2,7,2136,1,0,0,1,1,0,1,1,route_1
2025-03-27,EN334455,gw_2,11,2147,1,1,0,0,1,0,0,1,route_3
2025-03-28,EN334455,gw_4,5,2152,0,0,0,1,0,0,1,1,route_2
2025-03-29,EN334455,gw_5,11,2163,0,1,1,0,1,0,1,1,route_1
2025-03-30,EN334455,gw_4,12,2175,1,1,0,1,0,1,0,0,route_2
2025-03-31,EN334455,gw_3,8,2183,0,1,1,0,1,1,0,0,route_2
2025-04-01,EN334455,gw_4,6,2189,1,0,0,0,0,0,0,1,route_1
2025-04-02,EN334455,gw_1,14,2203,0,0,1,0,0,0,1,1,route_1
2025-04-03,EN334455,gw_1,15,2218,1,1,1,1,1,0,1,1,route_2
2025-04-04,EN334455,gw_4,13,2231,1,1,0,1,1,0,1,0,route_2
2025-04-05,EN334455,gw_2,7,2238,1,1,0,1,0,1,0,0,route_1
2025-04-06,EN334455,gw_3,6,2244,0,1,0,1,1,1,1,0,route_2
2025-04-07,EN334455,gw_3,12,2256,0,0,0,0,0,1,1,0,route_1
2025-04-08,EN334455,gw_2,15,2271,0,0,0,1,1,1,0,1,route_1
2025-04-09,EN334455,gw_5,15,2286,0,0,1,0,0,1,1,1,route_2
2025-04-10,EN334455,gw_5,5,2291,1,1,1,0,0,1,1,1,route_1
2025-01-01,EN667788,gw_3,7,2428,0,0,1,0,0,0,0,0,route_1
2025-01-02,EN667788,gw_1,7,2435,0,1,0,0,1,0,1,0,route_1
2025-01-03,EN667788,gw_1,5,2440,1,0,1,1,1,0,1,0,route_1
2025-01-04,EN667788,gw_1,15,2455,1,1,1,1,1,0,1,1,route_2
2025-01-05,EN667788,gw_3,13,2468,1,1,0,1,1,0,0,1,route_3
2025-01-06,EN667788,gw_4,9,2477,0,0,0,1,1,1,0,0,route_3
2025-01-07,EN667788,gw_1,11,2488,0,0,1,1,0,1,1,1,route_3
2025-01-08,EN667788,gw_5,11,2499,1,0,0,1,1,0,0,0,route_3
2025-01-09,EN667788,gw_1,11,2510,1,1,1,0,0,1,0,0,route_2
2025-01-10,EN667788,gw_2,8,2518,1,0,0,1,1,1,0,0,route_1
2025-01-11,EN667788,gw_4,8,2526,0,0,1,1,0,0,1,0,route_1
2025-01-12,EN667788,gw_2,12,2538,0,1,1,1,0,0,0,1,route_3
2025-01-13,EN667788,gw_4,15,2553,0,0,0,1,0,0,0,1,route_2
2025-01-14,EN667788,gw_5,12,2565,0,0,0,0,0,0,0,1,route_2
2025-01-15,EN667788,gw_5,13,2578,1,1,0,0,0,1,1,1,route_2
2025-01-16,EN667788,gw_1,7,2585,1,1,0,1,1,1,1,1,route_1
2025-01-17,EN667788,gw_3,0,2585,1,1,1,1,1,0,0,1,route_2
2025-01-18,EN667788,gw_1,7,2592,1,1,1,0,1,0,0,0,route_3
2025-01-19,EN667788,gw_1,6,2598,0,0,0,0,1,1,1,1,route_2
2025-01-20,EN667788,gw_3,9,2607,1,0,0,1,1,1,0,1,route_2
2025-01-21,EN667788,gw_5,9,2616,0,0,0,0,1,0,1,1,route_1
2025-01-22,EN667788,gw_2,14,2630,0,0,0,1,1,0,1,1,route_1
2025-01-23,EN667788,gw_5,9,2639,1,1,1,0,0,1,1,0,route_3
2025-01-24,EN667788,gw_2,13,2652,0,1,1,0,1,1,1,0,route_2
2025-01-25,EN667788,gw_3,7,2659,1,0,1,1,1,0,1,0,route_2
2025-01-26,EN667788,gw_3,15,2674,0,0,1,0,0,1,0,0,route_3
2025-01-27,EN667788,gw_2,8,2682,0,1,1,1,0,0,1,0,route_3
2025-01-28,EN667788,gw_4,13,2695,1,1,0,1,0,1,1,0,route_2
2025-01-29,EN667788,gw_5,5,2700,0,0,1,0,0,0,0,1,route_1
2025-01-30,EN667788,gw_3,12,2712,0,0,1,1,0,1,1,1,route_1
2025-01-31,EN667788,gw_2,10,2722,0,0,1,0,1,0,0,1,route_1
2025-02-01,EN667788,gw_5,8,2730,1,1,1,1,1,1,1,0,route_3
2025-02-02,EN667788,gw_3,11,2741,1,1,0,1,0,1,0,1,route_2
2025-02-03,EN667788,gw_5,5,2746,0,1,1,1,1,1,0,1,route_3
2025-02-04,EN667788,gw_4,8,2754,1,0,1,1,1,0,0,1,route_1
2025-02-05,EN667788,gw_5,14,2768,0,0,1,1,1,1,1,0,route_2
2025-02-06,EN667788,gw_3,10,2778,1,1,1,1,1,0,1,1,route_1
2025-02-07,EN667788,gw_4,10,2788,1,0,0,0,0,1,0,1,route_2
2025-02-08,EN667788,gw_4,7,2795,0,0,0,1,1,1,1,0,route_3
2025-02-09,EN667788,gw_1,9,2804,1,0,1,1,1,0,1,1,route_1
2025-02-10,EN667788,gw_2,0,2804,0,1,0,1,1,0,1,1,route_2
2025-02-11,EN667788,gw_3,15,2819,1,0,0,0,0,0,1,0,route_1
2025-02-12,EN667788,gw_4,13,2832,1,0,0,0,1,0,1,1,route_1
2025-02-13,EN667788,gw_3,11,2843,0,0,1,1,0,0,1,0,route_2
2025-02-14,EN667788,gw_4,7,2850,1,1,0,0,1,1,1,0,route_3
2025-02-15,EN667788,gw_2,9,2859,0,0,0,1,1,1,0,1,route_1
2025-02-16,EN667788,gw_4,6,2865,0,0,0,0,1,1,1,0,route_2
2025-02-17,EN667788,gw_5,10,2875,1,1,1,0,1,0,0,0,route_1
2025-02-18,EN667788,gw_2,8,2883,1,0,1,0,1,1,0,0,route_1
2025-02-19,EN667788,gw_3,15,2898,0,0,0,1,1,1,1,1,route_2
2025-02-20,EN667788,gw_4,9,2907,1,0,1,1,0,0,1,1,route_2
2025-02-21,EN667788,gw_4,14,2921,0,0,0,1,1,0,1,1,route_3
2025-02-22,EN667788,gw_2,14,2935,0,0,1,1,1,1,1,0,route_3
2025-02-23,EN667788,gw_4,13,2948,0,0,1,1,1,0,0,0,route_2
2025-02-24,EN667788,gw_2,7,2955,0,0,0,0,1,1,1,0,route_1
2025-02-25,EN667788,gw_1,10,2965,0,1,1,1,1,1,0,0,route_2
2025-02-26,EN667788,gw_4,5,2970,0,1,1,1,1,0,0,0,route_3
2025-02-27,EN667788,gw_1,13,2983,1,1,0,1,0,0,0,1,route_2
2025-02-28,EN667788,gw_3,12,2995,0,0,0,0,0,0,0,0,route_1
2025-03-01,EN667788,gw_3,14,3009,0,1,1,0,0,1,1,1,route_3
2025-03-02,EN667788,gw_5,10,3019,1,0,0,0,0,0,1,1,route_3
2025-03-03,EN667788,gw_5,5,3024,0,0,1,1,1,1,1,0,route_2
2025-03-04,EN667788,gw_4,7,3031,0,0,1,1,1,0,0,0,route_2
2025-03-05,EN667788,gw_2,7,3038,1,0,1,0,0,0,0,1,route_3
2025-03-06,EN667788,gw_5,15,3053,1,0,0,1,0,0,1,1,route_3
2025-03-07,EN667788,gw_2,7,3060,0,1,1,1,0,1,0,0,route_3
2025-03-08,EN667788,gw_1,10,3070,0,1,0,0,0,0,0,1,route_2
2025-03-09,EN667788,gw_1,5,3075,1,1,1,0,1,0,0,1,route_2
2025-03-10,EN667788,gw_5,6,3081,0,0,1,0,0,0,1,0,route_3
2025-03-11,EN667788,gw_2,5,3086,0,1,0,0,1,1,1,1,route_2
2025-03-12,EN667788,gw_1,7,3093,0,1,0,0,0,0,1,1,route_2
2025-03-13,EN667788,gw_4,11,3104,0,1,1,1,0,1,1,1,route_3
2025-03-14,EN667788,gw_5,6,3110,1,1,0,1,0,0,1,0,route_3
2025-03-15,EN667788,gw_3,0,3110,0,0,0,1,1,1,0,0,route_3
2025-03-16,EN667788,gw_2,7,3117,1,1,0,1,1,0,0,0,route_2
2025-03-17,EN667788,gw_3,12,3129,0,1,1,0,0,0,0,1,route_2
2025-03-18,EN667788,gw_3,15,3144,0,1,1,1,0,1,0,1,route_2
2025-03-19,EN667788,gw_5,5,3149,0,0,0,1,0,1,1,1,route_2
2025-03-20,EN667788,gw_4,7,3156,0,0,0,0,1,1,1,1,route_1
2025-03-21,EN667788,gw_2,8,3164,0,0,0,1,1,0,0,1,route_3
2025-03-22,EN667788,gw_2,7,3171,1,1,1,1,1,0,0,1,route_3
2025-03-23,EN667788,gw_3,12,3183,1,1,1,1,0,1,1,0,route_3
2025-03-24,EN667788,gw_3,12,3195,0,1,0,0,0,1,0,0,route_2
2025-03-25,EN667788,gw_3,8,3203,0,0,0,1,1,1,0,0,route_2
2025-03-26,EN667788,gw_1,12,3215,0,0,0,1,0,1,0,1,route_1
2025-03-27,EN667788,gw_1,8,3223,1,1,1,1,0,0,0,1,route_3
2025-03-28,EN667788,gw_1,7,3230,1,1,0,0,1,0,1,1,route_2
2025-03-29,EN667788,gw_2,11,3241,1,0,0,1,1,1,1,0,route_2
2025-03-30,EN667788,gw_4,5,3246,1,0,1,0,0,1,0,1,route_2
2025-03-31,EN667788,gw_3,15,3261,0,1,0,1,1,0,1,0,route_1
2025-04-01,EN667788,gw_4,9,3270,1,1,0,0,1,1,1,1,route_2
2025-04-02,EN667788,gw_1,9,3279,1,0,0,1,0,0,1,1,route_3
